id_verb,type,live_row,sentence,subject_nr,catalan,latin,animate,indefinite,affected,DOM,object,pp1,pp2,correctedness_perc,aff_diff,offline_diff,id_obj,correct,object_log,pp1_log,pp2_log,origin,post_target,post_target_log
28,5,37,Anna comprendió la tarea en la escuela en dos minutos.,14,1,0,0,0,0,0,0.496807336807251,1.1539194583892822,1.2458546161651611,95.74468085106383,0,-0.06444444444444475,2,1,-0.6995529803413785,0.14316437222673456,0.21982173311227265,2,0.42059922218322754,-0.8660748650180827
7,1,38,Tomás empujó a una vieja a la puerta en pocos segundos.,14,1,0,1,1,1,1,0.40236830711364746,1.0320689678192139,1.2394657135009766,95.74468085106383,0,0.6299999999999999,1,1,-0.9103874229562461,0.03156549410857798,0.21468041055422865,2,0.30669617652893066,-1.1818976744250291
49,4,40,Alba mencionó una actriz en el teatro tras varios minutos.,14,1,0,1,1,0,0,0.3916192054748535,1.1240878105163574,1.1801443099975586,95.74468085106383,0,-0.4950000000000001,1,0,-0.9374653259255875,0.11697187165523175,0.16563672760805337,2,0.4043900966644287,-0.9053752810960444
22,0,43,Carla asedió a la contrincante en la región durante bastante tiempo.,14,1,0,1,0,1,1,1.2232234477996826,2.060853958129883,1.073786973953247,95.74468085106383,0,0.15777777777777757,0,1,0.2014895446769825,0.7231204396838657,0.07119162813860835,2,0.11937093734741211,-2.1255195134522036
35,3,45,Carlos vigiló la niña en la habitación durante unas horas.,14,1,0,1,0,0,0,0.4051074981689453,0.9214413166046143,1.1960816383361816,95.74468085106383,0,-0.1200000000000001,0,0,-0.9036028195176226,-0.08181618636929308,0.17905091267728054,2,0.13717961311340332,-1.9864641671992125
15,0,50,Lucía destrozó a la oponente en el bar en diez minutos.,14,1,0,1,0,1,1,0.5207183361053467,0.7312791347503662,1.2539987564086914,95.74468085106383,0,0.15777777777777757,0,1,-0.6525460050961579,-0.3129600388360947,0.2263374505106291,2,0.3788466453552246,-0.9706237854539769
44,3,52,Martín detectó la intrusa en el hospital en dos minutos.,14,1,0,1,0,0,0,2.4865427017211914,1.1229112148284912,1.2457044124603271,95.74468085106383,0,-0.1200000000000001,0,0,0.910893272450166,0.1159246119260275,0.2197011630569055,2,0.33213090896606445,-1.102226083668435
26,1,53,Juan escuchó a una vecina en el balcón durante una noche.,14,1,0,1,1,0,1,0.3759784698486328,1.2347869873046875,1.1308562755584717,95.74468085106383,0,0.6299999999999999,1,1,-0.9782233982725888,0.21089847528833655,0.12297511174551302,2,0.4246549606323242,-0.8564782971280718
18,4,55,María transportó una mochilera en la furgoneta durante un día.,14,1,0,1,1,1,0,0.42526912689208984,1.8957970142364502,1.3676133155822754,95.74468085106383,0,-0.4950000000000001,1,0,-0.8550330707233131,0.6396393380996267,0.3130671151953026,2,1.302797794342041,0.26451410140503034
43,3,56,Sofía conoció la chica en el colegio en dos días.,14,1,0,1,0,0,0,0.4341769218444824,1.1902377605438232,1.192448616027832,95.74468085106383,0,-0.1200000000000001,0,0,-0.8343031739305126,0.17415308594264278,0.17600885356715246,2,0.41468334197998047,-0.8802400813815864
20,1,59,Claudia maltrató a una compañera en la casa durante varios años.,14,1,0,1,1,1,1,0.405808687210083,1.1985819339752197,1.2051572799682617,95.74468085106383,0,0.6299999999999999,1,1,-0.9018734442047693,0.1811391363229985,0.18661008122049735,2,0.3797478675842285,-0.968247752836758
21,3,62,Hugo apaleó la rebelde en la calle durante varios minutos.,14,1,0,1,0,1,0,0.4290311336517334,1.546001672744751,1.031458854675293,95.74468085106383,0,-0.1200000000000001,0,0,-0.8462257900726218,0.4356720321470194,0.03097416390692204,2,0.49675965309143066,-0.6996489652449465
25,0,63,Pedro observó a la secretaria en la oficina durante una hora.,14,1,0,1,0,0,1,0.39771366119384766,1.2442238330841064,1.3170571327209473,95.74468085106383,0,0.15777777777777757,0,1,-0.9220229768584629,0.21851190826342134,0.2753998027776565,2,0.43555569648742676,-0.8311325999658289
40,4,64,Adrián percibió una mujer detrás de él durante algunos minutos.,14,1,0,1,1,0,0,0.5654895305633545,1.2300159931182861,1.1453735828399658,95.74468085106383,0,-0.4950000000000001,1,0,-0.570063497189994,0.20702717183498587,0.1357308570133475,2,0.38703179359436035,-0.9492484353362143
30,5,66,Carlos esperó la furgoneta en la esquina durante una hora.,14,1,0,0,0,0,0,0.45677661895751953,1.26651930809021,1.1938726902008057,95.74468085106383,0,-0.06444444444444475,2,1,-0.7835608063690437,0.23627243557845054,0.17720238466316038,2,0.3800673484802246,-0.967406809122894
6,4,68,Francisco besó una novia en la iglesia durante unos segundos.,14,1,0,1,1,1,0,0.4084186553955078,1.5363538265228271,1.3996546268463135,95.74468085106383,0,-0.4950000000000001,1,0,-0.8954625145098469,0.4294119640067871,0.33622551107719284,2,0.5117285251617432,-0.6699610188547088
37,4,70,Isabel vió una estudiante desde su ventana durante una mañana.,14,1,0,1,1,0,0,0.16518688201904297,1.3256027698516846,1.0355167388916016,95.74468085106383,0,-0.4950000000000001,1,0,-1.8006778277125242,0.2818672766359424,0.03490056675578152,2,0.45331859588623047,-0.7911600985230721
5,3,71,Manuel abrazó la señora en el parque en pocos instantes.,14,1,0,1,0,1,0,0.12653160095214844,1.5209739208221436,1.1648516654968262,95.74468085106383,0,-0.1200000000000001,0,0,-2.0672631921134528,0.41935086705661884,0.15259375315725468,2,0.48303914070129395,-0.7276575919642145
36,0,73,Irene oyó a la niña en la sala durante una noche.,14,1,0,1,0,0,1,0.38042736053466797,1.1433568000793457,1.2388050556182861,95.74468085106383,0,0.15777777777777757,0,1,-0.9664600252016684,0.13396849714984668,0.21414725016951805,2,0.3598005771636963,-1.0222053533433215
13,4,76,Martina atropelló una anciana en el aparcamiento en pocos minutos.,14,1,0,1,1,1,0,0.39485955238342285,1.303877592086792,1.3056914806365967,95.74468085106383,0,-0.4950000000000001,1,0,-0.9292251408950065,0.26534258799920796,0.26673277066261575,2,0.45124030113220215,-0.7957552629018716
10,5,77,Mateo eliminó la carpeta en el banco en pocos segundos.,14,1,0,0,0,1,0,0.398618221282959,1.3696560859680176,1.3390355110168457,95.74468085106383,0,-0.06444444444444475,2,1,-0.9197511590446492,0.3145596761860586,0.2919495869076674,2,0.483959436416626,-0.7257541848342385
34,0,82,Carmen odió a la vendedora en el cine durante la película.,14,1,0,1,0,0,1,0.401231050491333,1.2728815078735352,0.9469945430755615,95.74468085106383,0,0.15777777777777757,0,1,-0.9132178318429274,0.24128323423238612,-0.05446194814047362,2,0.47469639778137207,-0.7450798418645014
17,2,83,Luis zarandeó a la muñeca en la casa durante algunos minutos.,14,1,0,0,0,1,1,0.17865467071533203,1.558290958404541,1.13792085647583,95.74468085106383,0,-0.1200000000000001,2,0,-1.7223005503522013,0.4435896812351446,0.12920278713088662,2,0.24283552169799805,-1.4153709302587585
48,4,86,Samuel descubrió una infiltrada en el museo en pocas horas.,14,1,0,1,1,0,0,0.38799476623535156,1.2735421657562256,1.1746747493743896,95.74468085106383,0,-0.4950000000000001,1,0,-0.9467634285339875,0.241802125023699,0.160991300234355,2,0.5053808689117432,-0.682442938104723
19,5,87,Lucas arrastró la carreta en la calle por un tiempo.,14,1,0,0,0,1,0,0.32697033882141113,1.3874595165252686,1.2016441822052002,95.74468085106383,0,-0.06444444444444475,2,1,-1.1178858191671712,0.32747438893370173,0.1836907708301149,2,0.4322700500488281,-0.8387047701877859
33,5,88,Marco imaginó la fiesta en la playa durante dos minutos.,14,1,0,0,0,0,0,0.4348740577697754,1.3810639381408691,1.1549789905548096,95.74468085106383,0,-0.06444444444444475,2,1,-0.8326988121814776,0.3228541717919609,0.14408215381248102,2,0.45420336723327637,-0.7892102357906551
9,1,90,Carlos quemó a una bruja en la plaza en pocos minutos.,14,1,0,1,1,1,1,0.37264037132263184,1.2498977184295654,1.2864155769348145,95.74468085106383,0,0.6299999999999999,1,1,-0.9871414763818328,0.2230617227099932,0.2518597283048979,2,0.40849947929382324,-0.8952646393614152
14,0,91,Helena derribó a la futbolista en el campo durante el partido.,14,1,0,1,0,1,1,0.4224834442138672,1.17179536819458,1.2069320678710938,95.74468085106383,0,0.15777777777777757,0,1,-0.8616050182452942,0.1585370753938063,0.18808165873457497,2,0.40360474586486816,-0.9073192317391414
39,2,95,Valeria admiró a la escenografía en el teatro durante el concierto.,14,1,0,0,0,0,1,1.1420674324035645,1.1167678833007812,1.160599708557129,95.74468085106383,0,-0.1200000000000001,2,0,0.1328401571294233,0.11043869482304275,0.14893686166037146,2,0.3576934337615967,-1.0280789897165268
2,5,96,Simón pateó la pelota en la cancha en un instante.,14,1,0,0,0,1,0,0.4291839599609375,1.2463889122009277,1.2126271724700928,95.74468085106383,0,-0.06444444444444475,2,1,-0.8458696408695678,0.22025050023544568,0.19278922284092215,2,0.40779948234558105,-0.8969796902256653
38,5,97,Unai amó la vida en su pueblo durante varios años.,14,1,0,0,0,0,0,0.38924336433410645,0.6919107437133789,1.2389678955078125,95.74468085106383,0,-0.06444444444444475,2,1,-0.9435505157245594,-0.3682983147566513,0.21427869069532313,2,0.3571186065673828,-1.0296873210979052
45,3,99,Gabriela localizó la amiga en la ciudad en dos minutos.,14,1,0,1,0,0,0,0.3824961185455322,1.0830047130584717,0.7126946449279785,95.74468085106383,0,-0.1200000000000001,0,0,-0.9610367733604135,0.07973931986392875,-0.33870221828396546,2,0.3336961269378662,-1.097524499711504
23,0,100,Daniel remolcó a la enferma en la calle durante algunos minutos.,14,1,0,1,0,1,1,0.41860079765319824,1.272425889968872,1.140495777130127,95.74468085106383,0,0.15777777777777757,0,1,-0.8708375634460183,0.2409252280364228,0.13146306008760075,2,0.4425210952758789,-0.8152671427306319
3,2,105,Pablo secuestró a la camioneta en el aeropuerto durante una hora.,14,1,0,0,0,1,1,0.37412285804748535,1.152585506439209,1.1249911785125732,95.74468085106383,0,-0.1200000000000001,2,0,-0.9831710380579108,0.14200768527470825,0.117775194303483,2,0.3714175224304199,-0.9904284517730523
30,4,0,Carlos esperó una profesora en la esquina durante una hora.,15,0,0,1,1,0,0,1.307884693145752,2.5117809772491455,2.1888155937194824,95.74468085106383,-0.05000000000000026,-0.9700000000000002,1,0,0.26841109406177327,0.9209920542191009,0.7833605727443104,0,0.9001860618591309,-0.10515380162560982
3,5,1,Pablo secuestró la camioneta en el aeropuerto durante una hora.,15,0,0,0,0,1,0,0.815406322479248,2.6175878047943115,2.031691789627075,95.74468085106383,0.04999999999999982,0.5577777777777775,2,1,-0.20406873478936025,0.9622532084890595,0.7088688398787815,0,0.7011101245880127,-0.35509030786933093
21,1,4,Hugo apaleó a una rebelde en la calle durante varios minutos.,15,0,0,1,1,1,1,0.9614624977111816,2.746619462966919,2.492670774459839,95.74468085106383,0.04999999999999982,1.4049999999999998,1,1,-0.039299718654504816,1.010370869292578,0.9133547358367137,0,0.8578836917877197,-0.15328674603987372
17,5,6,Luis zarandeó la muñeca en la casa durante algunos minutos.,15,0,0,0,0,1,0,0.8086869716644287,2.5397558212280273,2.2304446697235107,95.74468085106383,0.04999999999999982,0.5577777777777775,2,1,-0.21234336923094438,0.9320679430345438,0.802200969057257,0,0.9272804260253906,-0.07549924996620969
33,2,7,Marco imaginó a la fiesta en la playa durante dos minutos.,15,0,0,0,0,0,1,1.0628044605255127,2.859579086303711,2.6099934577941895,95.74468085106383,-0.05000000000000026,-0.5950000000000002,2,0,0.060911131851350143,1.0506744413797282,0.959347714739196,0,0.9030213356018066,-0.10200909837826624
18,3,8,María transportó la mochilera en la furgoneta durante un día.,15,0,0,1,0,1,0,1.3046841621398926,2.7145731449127197,2.399226665496826,95.74468085106383,0.04999999999999982,-0.7200000000000002,0,0,0.2659609901340225,0.998634719998755,0.8751464627193523,0,0.7546641826629639,-0.28148241985693145
23,0,10,Daniel remolcó a la enferma en la calle durante algunos minutos.,15,0,0,1,0,1,1,0.9679908752441406,1.8560922145843506,2.3636043071746826,95.74468085106383,0.04999999999999982,0.22444444444444445,0,1,-0.032532618150670004,0.6184733177118563,0.8601877027819693,0,0.709019660949707,-0.3438720222989408
38,5,12,Unai amó la vida en su pueblo durante varios años.,15,0,0,0,0,0,0,0.6997134685516357,2.449136734008789,2.192939519882202,95.74468085106383,-0.05000000000000026,0.5577777777777775,2,1,-0.35708435837790775,0.895735608999767,0.7852428903423653,0,0.90659332275390625,-0.09806130565372849
25,5,13,Pedro observó la planta en la oficina durante una hora.,15,0,0,0,0,0,0,0.825345516204834,2.6878020763397217,1.83931565284729,95.74468085106383,-0.05000000000000026,0.5577777777777775,2,1,-0.19195317280183646,0.9887237876358196,0.6093935746382096,0,0.852874755859375,-0.15914257010263605
46,2,15,Alejandro identificó a la amenaza en el aeropuerto en dos horas.,15,0,0,0,0,0,1,0.7639472484588623,1.6823196411132812,1.878225326538086,95.74468085106383,-0.05000000000000026,-0.5950000000000002,2,0,-0.269256538719251,0.5201735798298383,0.6303273557709392,0,0.6530959606170654,-0.42603120703054026
27,4,19,Felipe anunció una cantante en el escenario en cinco minutos.,15,0,0,1,1,0,0,0.8768763542175293,1.8433406352996826,1.9689016342163086,95.74468085106383,-0.05000000000000026,-0.9700000000000002,1,0,-0.13138928375878747,0.6115794881420217,0.677475841180191,0,0.5408551692962646,-0.614603745225222
13,1,20,Martina atropelló a una anciana en el aparcamiento en pocos minutos.,15,0,0,1,1,1,1,1.3378400802612305,2.1223831176757812,1.6561870574951172,95.74468085106383,0.04999999999999982,1.4049999999999998,1,1,0.2910564330838746,0.7525395694542071,0.5045180070084461,0,0.7406442165374756,-0.30023490861552865
42,0,21,Ismael encontró a la conocida en la carretera en pocas horas.,15,0,0,1,0,0,1,0.710498571395874,1.8554108142852783,1.8757960796356201,95.74468085106383,-0.05000000000000026,0.22444444444444445,0,1,-0.3417883421495028,0.6181061347666033,0.6290331451212346,0,0.5702199935913086,-0.5617330389455377
40,3,23,Adrián percibió la mujer detrás de él durante algunos minutos.,15,0,0,1,0,0,0,0.7477548122406006,2.0140128135681152,1.8101634979248047,95.74468085106383,-0.05000000000000026,-0.7200000000000002,0,0,-0.2906801458651044,0.700129156524451,0.5934171715433904,0,0.6661050319671631,-0.40630791521957665
43,0,27,Sofía conoció a la chica en el colegio en dos días.,15,0,0,1,0,0,1,0.7148122787475586,1.5617845058441162,1.982881784439087,95.74468085106383,-0.05000000000000026,0.22444444444444445,0,1,-0.3357353179658926,0.445829081492986,0.6845512332569055,0,0.5217783451080322,-0.6505124075085684
11,2,29,Valeria neutralizó a la bomba en la frontera en cinco minutos.,15,0,0,0,0,1,1,1.06093168258667,2.131251573562622,1.8469746112823486,95.74468085106383,0.04999999999999982,-0.5950000000000002,2,0,0.05914746791375797,0.7567094003779203,0.6135489552007799,0,0.706371545791626,-0.34761391109310247
34,4,31,Carmen odió una vendedora en el cine durante la película.,15,0,0,1,1,0,0,1.3630316257476807,1.6851859092712402,1.9395983219146729,95.74468085106383,-0.05000000000000026,-0.9700000000000002,1,0,0.3097113554882617,0.5218758896299226,0.6624809010778635,0,0.6720938682556152,-0.397357263309826
0,2,32,Juan golpeó a la piedra en la calle en diez segundos.,15,0,0,0,0,1,1,0.7562673091888428,1.8427753448486328,2.4515864849090576,95.74468085106383,0.04999999999999982,-0.5950000000000002,2,0,-0.27936038171542255,0.6112727748109568,0.8967353598507664,0,0.6347877979278564,-0.4544645124304165
41,5,36,Emma investigó la epidemia en la ciudad durante varias semanas.,15,0,0,0,0,0,0,0.6467421054840088,1.5400328636169434,2.2484548091888428,95.74468085106383,-0.05000000000000026,0.5577777777777775,2,1,-0.43580766443192215,0.4318037562088452,0.8102432288228921,0,0.49672365188598633,-0.6997214399514257
12,4,37,Paula abatió una contrincante en el ring en pocos minutos.,15,0,0,1,1,1,0,1.169945478439331,1.5085675716400146,1.3915157318115234,95.74468085106383,0.04999999999999982,-0.9700000000000002,1,0,0.15695714809936515,0.4111605725415132,0.33039360756957553,0,0.4293632507324219,-0.8454519800307517
24,4,40,Coral guió una turista en el palacio en una hora.,15,0,0,1,1,1,0,0.9461932182312012,2.0355682373046875,2.0714080333709717,95.74468085106383,0.04999999999999982,-0.9700000000000002,1,0,-0.055308483184267836,0.7107750120072893,0.7282285853977037,0,0.5318903923034668,-0.6313178403722484
28,0,42,Anna comprendió a la maestra en la escuela en dos minutos.,15,0,0,1,0,0,1,0.7865157127380371,2.138780117034912,1.6499347686767578,95.74468085106383,-0.05000000000000026,0.22444444444444445,0,1,-0.2401425786311863,0.7602356277311585,0.5007357529956964,0,0.5470788478851318,-0.6031623409059098
26,1,43,Juan escuchó a una vecina en el balcón durante una noche.,15,0,0,1,1,0,1,0.7663321495056152,1.9433646202087402,2.0200624465942383,95.74468085106383,-0.05000000000000026,1.4049999999999998,1,1,-0.2661395876830189,0.664420811157528,0.7031284250908443,0,0.8695712089538574,-0.13975505210196065
1,0,45,Carlos asaltó a la conductora en el barrio en pocos instantes.,15,0,0,1,0,1,1,0.9408676624298096,3.079841136932373,2.170848846435547,95.74468085106383,0.04999999999999982,0.22444444444444445,0,1,-0.0609527843241884,1.1248780167371843,0.7751182645365737,0,1.1644032001495361,0.15220868121047385
31,5,48,Miguel recibió la caja en la casa en un día.,15,0,0,0,0,0,0,0.7209961414337158,2.2669951915740967,2.0145082473754883,95.74468085106383,-0.05000000000000026,0.5577777777777775,2,1,-0.3271214933984489,0.8184552504706929,0.7003751196470837,0,0.7701315879821777,-0.26119388525168774
45,5,50,Gabriela localizó la bodega en la ciudad en dos minutos.,15,0,0,0,0,0,0,0.6771659851074219,1.7415404319763184,3.690319299697876,95.74468085106383,-0.05000000000000026,0.5577777777777775,2,1,-0.38983885870967344,0.5547700273079705,1.3057129853922729,0,0.5848722457885742,-0.536361838866773
2,3,52,Simón pateó la jugadora en la cancha en un instante.,15,0,0,1,0,1,0,0.42677783966064453,1.5855591297149658,1.545001745223999,95.74468085106383,0.04999999999999982,-0.7200000000000002,0,0,-0.8514916829722536,0.4609371083500335,0.4350250399438922,0,0.5104110240936279,-0.6725389482552886
15,1,53,Lucía destrozó a una oponente en el bar en diez minutos.,15,0,0,1,1,1,1,0.41710329055786133,1.3688554763793945,1.8045878410339355,95.74468085106383,0.04999999999999982,1.4049999999999998,1,1,-0.8744213886761889,0.31397497198218366,0.5903322227931437,0,0.4522871971130371,-0.7934379090828338
14,0,54,Helena derribó a la futbolista en el campo durante el partido.,15,0,0,1,0,1,1,0.779280424118042,1.7607405185699463,2.335291862487793,95.74468085106383,0.04999999999999982,0.22444444444444445,0,1,-0.2493843182761269,0.565734469747411,0.8481368779511345,0,0.5251047611236572,-0.6441574912995258
35,0,57,Carlos vigiló a la niña en la habitación durante unas horas.,15,0,0,1,0,0,1,0.7049310207366943,3.189059257507324,2.2066233158111572,95.74468085106383,-0.05000000000000026,0.22444444444444445,0,1,-0.3496553238834745,1.159725969701415,0.7914634356850349,0,0.8015687465667725,-0.22118453822552686
29,3,64,Alfonso miró la granjera en la colina durante dos horas.,15,0,0,1,0,0,0,0.9959964752197266,1.7473266124725342,1.6922869682312012,95.74468085106383,-0.05000000000000026,-0.7200000000000002,0,0,-0.004011560339818375,0.5580869698727131,0.5260808497765964,0,0.5968875885009766,-0.5160264772872832
36,2,65,Irene oyó a la discusión en la sala durante una noche.,15,0,0,0,0,0,1,0.901555061340332,1.7684824466705322,1.9314243793487549,95.74468085106383,-0.05000000000000026,-0.5950000000000002,2,0,-0.10363416073266772,0.5701218040673669,0.658257751101623,0,0.4794156551361084,-0.7351873018285378
20,2,67,Claudia maltrató a la camiseta en la casa durante varios años.,15,0,0,0,0,1,1,0.8750960826873779,1.7234561443328857,2.1278796195983887,95.74468085106383,0.04999999999999982,-0.5950000000000002,2,0,-0.13342158986749122,0.5443316609491997,0.7551260001416706,0,0.7289369106292725,-0.31616809306516086
16,0,69,Valentina venció a la adversaria en la guerra en dos años.,15,0,0,1,0,1,1,0.7289035320281982,1.858055591583252,3.648064613342285,95.74468085106383,0.04999999999999982,0.22444444444444445,0,1,-0.3162138849091835,0.619530560064206,1.2941967840459876,0,0.6510381698608398,-0.4291870058336548
4,5,72,Jorge arrolló la valla en la calle en un segundo.,15,0,0,0,0,1,0,1.187361717224121,2.0360748767852783,1.9839580059051514,95.74468085106383,0.04999999999999982,0.5577777777777775,2,1,0.17173380149261666,0.7110238744291713,0.6850938422602182,0,0.7031662464141846,-0.35216193374303423
49,3,73,Alba mencionó la actriz en el teatro tras varios minutos.,15,0,0,1,0,0,0,0.79530930519104,1.9787466526031494,2.4031317234039307,95.74468085106383,-0.05000000000000026,-0.7200000000000002,0,0,-0.2290241768598572,0.6824636405392089,0.8767727714833258,0,0.7625484466552734,-0.2710892359218545
37,5,74,Isabel vió la tormenta desde su ventana durante una mañana.,15,0,0,0,0,0,0,0.947333812713623,2.0399560928344727,2.1913561820983887,95.74468085106383,-0.05000000000000026,0.5577777777777775,2,1,-0.0541037529620589,0.7129282845041428,0.7845206133974358,0,0.621760368347168,-0.47520052036662896
32,1,75,Martín buscó a una médica en el hospital durante dos horas.,15,0,0,1,1,0,1,0.7095596790313721,2.020439386367798,2.722010374069214,95.74468085106383,-0.05000000000000026,1.4049999999999998,1,1,-0.3431106717103194,0.7033150057633627,1.0013707154156979,0,0.6048328876495361,-0.5028030778678212
6,2,79,Francisco besó a la cruz en la iglesia durante unos segundos.,15,0,0,0,0,1,1,0.7095692157745361,2.1056838035583496,1.7170581817626953,95.74468085106383,0.04999999999999982,-0.5950000000000002,2,0,-0.3430972314326968,0.7446402616790138,0.5406124670504302,0,0.7053425312042236,-0.34907173429740845
7,4,82,Tomás empujó una vieja a la puerta en pocos segundos.,15,0,0,1,1,1,0,0.7120938301086426,1.6555657386779785,1.8608486652374268,95.74468085106383,0.04999999999999982,-0.9700000000000002,1,0,-0.33954559239243837,0.5041427864755934,0.6210326552978854,0,0.5375857353210449,-0.6206670241262626
10,1,83,Mateo eliminó a una rehén en el banco en pocos segundos.,15,0,0,1,1,1,1,1.2379913330078125,2.4155960083007812,1.8574004173278809,95.74468085106383,0.04999999999999982,1.4049999999999998,1,1,0.21349017343645477,0.8819460509832713,0.6191778850436483,0,0.6656756401062012,-0.40695275394541947
47,3,86,Marta descartó la aspirante en la selección en un día.,15,0,0,1,0,0,0,0.8241667747497559,1.890834093093872,2.0489847660064697,95.74468085106383,-0.05000000000000026,-0.7200000000000002,0,0,-0.19338237301111613,0.6370180508162063,0.7173444343860151,0,0.7735240459442139,-0.25679852225865923
5,0,90,Manuel abrazó a la señora en el parque en pocos instantes.,15,0,0,1,0,1,1,0.5965311527252197,2.6233575344085693,2.112553119659424,95.74468085106383,0.04999999999999982,0.22444444444444445,0,1,-0.516623812948342,0.9644549990332245,0.7478972253339623,0,0.596477746963501,-0.5167133441526246
22,4,92,Carla asedió una contrincante en la región durante bastante tiempo.,15,0,0,1,1,1,0,1.1668002605438232,1.9279379844665527,1.8798017501831055,95.74468085106383,0.04999999999999982,-0.9700000000000002,1,0,0.1542651823091617,0.6564510299379098,0.6311663192511385,0,0.6337318420410156,-0.45612937609901905
44,1,93,Martín detectó a una intrusa en el hospital en dos minutos.,15,0,0,1,1,0,1,0.693852424621582,1.6931123733520508,1.6892931461334229,95.74468085106383,-0.05000000000000026,1.4049999999999998,1,1,-0.36549598572489894,0.5265684762300351,0.5243101847154551,0,0.4642915725708008,-0.7672425349484698
48,1,96,Samuel descubrió a una infiltrada en el museo en pocas horas.,15,0,0,1,1,0,1,0.6298832893371582,1.5907886028289795,1.4114463329315186,95.74468085106383,-0.05000000000000026,1.4049999999999998,1,1,-0.4622207317787734,0.4642298698983888,0.344614946686077,0,0.5310750007629395,-0.6328520233395951
39,3,98,Valeria admiró la cantante en el teatro durante el concierto.,15,0,0,1,0,0,0,0.6917169094085693,1.7038853168487549,3.4556987285614014,95.74468085106383,-0.05000000000000026,-0.7200000000000002,0,0,-0.36857849751483807,0.5329111238234154,1.2400246736933147,0,0.6447837352752686,-0.4388403125568855
9,2,99,Carlos quemó a la página en la plaza en pocos minutos.,15,0,0,0,0,1,1,0.6074001789093018,1.740591049194336,1.8750829696655273,95.74468085106383,0.04999999999999982,-0.5950000000000002,2,0,-0.4985674318211383,0.5542247389920983,0.6286529089316314,0,0.5431575775146484,-0.6103558031463028
8,3,103,Helena colgó la criminal en el patio en cinco minutos.,15,0,0,1,0,1,0,0.632910966873169,1.832660436630249,2.2570223808288574,95.74468085106383,0.04999999999999982,-0.7200000000000002,0,0,-0.45742551937949455,0.6057687016313246,0.8140464139709289,0,0.5765833854675293,-0.5506353088521438
19,4,104,Lucas arrastró una víctima en la calle por un tiempo.,15,0,0,1,1,1,0,2.709440231323242,1.503551721572876,1.7702579498291016,95.74468085106383,0.04999999999999982,-0.9700000000000002,1,0,0.9967420568485441,0.40783012363485055,0.5711252703342407,0,0.46914005279541016,-0.7568539350810879
6,1,1,Francisco besó a una novia en la iglesia durante unos segundos.,16,0,0,1,1,1,1,0.41076183319091797,1.2441740036010742,1.2670707702636719,95.74468085106383,0.1499999999999999,0.7949999999999999,1,1,-0.889741713737379,0.21847185881288392,0.23670775634078076,0,0.4175913333892822,-0.873251996007218
13,4,4,Martina atropelló una anciana en el aparcamiento en pocos minutos.,16,0,0,1,1,1,0,0.42522335052490234,1.197697639465332,1.4176006317138672,95.74468085106383,0.1499999999999999,-0.7050000000000001,1,0,-0.8551407174537599,0.18040108007961983,0.3489657464906648,0,0.3892676830291748,-0.9434880408369939
40,5,9,Adrián percibió la sombra detrás de él durante algunos minutos.,16,0,0,0,0,0,0,0.4618873596191406,1.4362454414367676,1.0739614963531494,95.74468085106383,-0.1499999999999999,0.5311111111111111,2,1,-0.7724342279751535,0.362032376241426,0.07135414474862979,0,0.6268293857574463,-0.46708088740800346
14,3,15,Helena derribó la futbolista en el campo durante el partido.,16,0,0,1,0,1,0,0.725482702255249,1.32716965675354,1.2581322193145752,95.74468085106383,0.1499999999999999,-0.45500000000000007,0,0,-0.3209180494572951,0.28304859702992646,0.2296282555491171,0,0.5498313903808594,-0.5981436106995377
35,5,18,Carlos vigiló la operación en la habitación durante unas horas.,16,0,0,0,0,0,0,0.4760091304779053,1.1442794799804688,1.1583316326141357,95.74468085106383,-0.1499999999999999,0.5311111111111111,2,1,-0.7423182432584114,0.13477516380328172,0.1469807221007786,0,0.3795764446258545,-0.9686992673175399
31,2,22,Miguel recibió a la caja en la casa en un día.,16,0,0,0,0,0,1,0.46190595626831055,1.208000898361206,1.8250463008880615,95.74468085106383,-0.1499999999999999,-0.5800000000000001,2,0,-0.7723939664819112,0.18896684318884174,0.6016053570622557,0,0.3962428569793701,-0.9257279805036124
10,3,24,Mateo eliminó la rehén en el banco en pocos segundos.,16,0,0,1,0,1,0,0.35500502586364746,1.4850928783416748,1.1419284343719482,95.74468085106383,0.1499999999999999,-0.45500000000000007,0,0,-1.0356233322445485,0.39547731463667557,0.13271844234542587,0,0.679091215133667,-0.3869998229883731
27,1,25,Felipe anunció a una cantante en el escenario en cinco minutos.,16,0,0,1,1,0,1,0.6988437175750732,1.2178146839141846,1.2055346965789795,95.74468085106383,-0.1499999999999999,0.7949999999999999,1,1,-0.35832814175311095,0.19705800985833918,0.18692320012367797,0,0.39774250984191895,-0.9219504432629378
42,0,26,Ismael encontró a la conocida en la carretera en pocas horas.,16,0,0,1,0,0,1,0.5061783790588379,1.2204139232635498,1.101745367050171,95.74468085106383,-0.1499999999999999,0.30888888888888877,0,1,-0.6808661440337266,0.1991900825658239,0.09689561964845027,0,0.3938291072845459,-0.9318382016321581
18,2,28,María transportó a la guitarra en la furgoneta durante un día.,16,0,0,0,0,1,1,0.4417150020599365,1.785477876663208,1.7974915504455566,95.74468085106383,0.1499999999999999,-0.5800000000000001,2,0,-0.8170903965916224,0.5796860974201323,0.5863921098763176,0,0.40833234786987305,-0.8956738580542344
