id_verb,type,live_row,sentence,subject_nr,catalan,latin,animate,indefinite,affected,DOM,object,pp1,pp2,correctedness_perc,aff_diff,offline_diff,id_obj,correct,object_log,pp1_log,pp2_log,origin,post_target,post_target_log
39,5,29,Valeria admiró la escenografía en el teatro durante el concierto.,10,0,1,0,0,0,0,0.8511857986450195,0.8973572254180908,1.3176445960998535,91.48936170212764,-0.9500000000000002,-0.1644444444444444,2,1,-0.1611248444566097,-0.1083012515884233,0.27584574577167026,1,0.2753119468688965,-1.2898504719564163
28,2,30,Anna comprendió a la tarea en la escuela en dos minutos.,10,0,1,0,0,0,1,0.42396998405456543,1.130563735961914,1.1483500003814697,91.48936170212764,-0.9500000000000002,0.15500000000000003,2,0,-0.8580926185802122,0.12271638970652943,0.13832612981247633,1,0.36902332305908203,-0.9968954308168592
17,2,31,Luis zarandeó a la muñeca en la casa durante algunos minutos.,10,0,1,0,0,1,1,0.5833432674407959,1.1371629238128662,1.1282570362091064,91.48936170212764,0.9499999999999996,0.15500000000000003,2,0,-0.5389794709791869,0.12853649721438293,0.12067399609737879,1,0.3776819705963135,-0.9737027851229118
16,4,33,Valentina venció una adversaria en la guerra en dos años.,10,0,1,1,1,1,0,0.8664453029632568,1.4619755744934082,1.075186014175415,91.48936170212764,0.9499999999999996,0.28,1,0,-0.1433562959236102,0.3797886542751713,0.07249368305279427,1,0.4092447757720947,-0.8934418281829396
44,3,35,Martín detectó la intrusa en el hospital en dos minutos.,10,0,1,1,0,0,0,0.5880720615386963,1.133354663848877,2.761132001876831,91.48936170212764,-0.9500000000000002,-0.345,0,0,-0.530905784955355,0.12518196382001912,1.0156407412498876,1,0.40320324897766113,-0.9083145042771332
18,5,37,María transportó la guitarra en la furgoneta durante un día.,10,0,1,0,0,1,0,0.35456037521362305,1.2350561618804932,1.164635419845581,91.48936170212764,0.9499999999999996,-0.1644444444444444,2,1,-1.0368766366124138,0.2111164442528517,0.15240809370180897,1,0.4145526885986328,-0.8805551988574578
3,5,38,Pablo secuestró la camioneta en el aeropuerto durante una hora.,10,0,1,0,0,1,0,0.3766145706176758,1.0418660640716553,1.4785792827606201,91.48936170212764,0.9499999999999996,-0.1644444444444444,2,1,-0.9765329736039731,0.04101339771028488,0.3910816826539697,1,0.28709983825683594,-1.2479252552240134
15,1,41,Lucía destrozó a una oponente en el bar en diez minutos.,10,0,1,1,1,1,1,0.28927111625671387,1.0195231437683105,1.5358843803405762,91.48936170212764,0.9499999999999996,-0.09499999999999996,1,1,-1.2403909120925471,0.01933501187162741,0.429106358676539,1,0.4743473529815674,-0.7458154134654147
36,0,42,Irene oyó a la niña en la sala durante una noche.,10,0,1,1,0,0,1,0.3174583911895752,0.7696778774261475,2.5742528438568115,91.48936170212764,-0.9500000000000002,0.16888888888888887,0,1,-1.1474085206087887,-0.2617831926684212,0.9455593342862918,1,0.2811095714569092,-1.2690107516425473
14,3,47,Helena derribó la futbolista en el campo durante el partido.,10,0,1,1,0,1,0,0.247877836227417,1.269033432006836,1.1975579261779785,91.48936170212764,0.9499999999999996,-0.345,0,0,-1.3948192500395413,0.23825553354427417,0.18028442172423098,1,0.6339304447174072,-0.4558160392109677
45,4,48,Gabriela localizó una amiga en la ciudad en dos minutos.,10,0,1,1,1,0,0,0.25484347343444824,0.8348722457885742,1.0325732231140137,91.48936170212764,-0.9500000000000002,0.28,1,0,-1.3671057519631022,-0.1804765648924308,0.03205396160870029,1,0.3200197219848633,-1.1393726538847917
4,3,49,Jorge arrolló la ciclista en la calle en un segundo.,10,0,1,1,0,1,0,1.0585718154907227,0.862642765045166,1.434570550918579,91.48936170212764,0.9499999999999996,-0.345,0,0,0.05692065576341954,-0.14775461908427467,0.36086553676952615,1,0.2669656276702881,-1.3206353641862627
23,0,53,Daniel remolcó a la enferma en la calle durante algunos minutos.,10,0,1,1,0,1,1,0.29662418365478516,1.48744535446167,1.3675894737243652,91.48936170212764,0.9499999999999996,0.16888888888888887,0,1,-1.2152893163419725,0.3970601212664898,0.3130496818569015,1,0.8116462230682373,-0.20869071963568228
